"","Biennium","Committee","Name"
"1775","2007-08","Senate Committee on Early Learning & K-12 Education","Jim Clements"
"1776","2007-08","Senate Committee on Early Learning & K-12 Education","Tracey Eide"
"1777","2007-08","Senate Committee on Early Learning & K-12 Education","Mike Hewitt"
"1778","2007-08","Senate Committee on Early Learning & K-12 Education","Janéa Holmquist"
"1779","2007-08","Senate Committee on Early Learning & K-12 Education","Joe McDermott"
"1780","2007-08","Senate Committee on Early Learning & K-12 Education","Eric Oemig"
"1781","2007-08","Senate Committee on Early Learning & K-12 Education","Marilyn Rasmussen"
"1782","2007-08","Senate Committee on Early Learning & K-12 Education","Brian Weinstein"
"1783","2007-08","Senate Committee on Early Learning & K-12 Education","Joseph Zarelli"
"1784","2007-08","Senate Committee on Economic Development, Trade & Management","Jim Kastama"
"1785","2007-08","Senate Committee on Economic Development, Trade & Management","Derek Kilmer"
"1786","2007-08","Senate Committee on Economic Development, Trade & Management","Joseph Zarelli"
"1787","2007-08","Senate Committee on Economic Development, Trade & Management","Jim Clements"
"1788","2007-08","Senate Committee on Economic Development, Trade & Management","Claudia Kauffman"
"1789","2007-08","Senate Committee on Economic Development, Trade & Management","Curtis King"
"1790","2007-08","Senate Committee on Economic Development, Trade & Management","Paull Shin"
"1791","2007-08","Senate Committee on Financial Institutions & Insurance","Steve Hobbs"
"1792","2007-08","Senate Committee on Financial Institutions & Insurance","Jean Berkey"
"1793","2007-08","Senate Committee on Financial Institutions & Insurance","Don Benton"
"1794","2007-08","Senate Committee on Financial Institutions & Insurance","Rosa Franklin"
"1795","2007-08","Senate Committee on Financial Institutions & Insurance","Brian Hatfield"
"1796","2007-08","Senate Committee on Financial Institutions & Insurance","Linda Evans Parlette"
"1797","2007-08","Senate Committee on Financial Institutions & Insurance","Margarita Prentice"
"1798","2007-08","Senate Committee on Financial Institutions & Insurance","Mark Schoesler"
"1799","2007-08","Senate Committee on Government Operations & Elections","Darlene Fairley"
"1800","2007-08","Senate Committee on Government Operations & Elections","Eric Oemig"
"1801","2007-08","Senate Committee on Government Operations & Elections","Pam Roach"
"1802","2007-08","Senate Committee on Government Operations & Elections","Don Benton"
"1803","2007-08","Senate Committee on Government Operations & Elections","Adam Kline"
"1804","2007-08","Senate Committee on Government Operations & Elections","Joe McDermott"
"1805","2007-08","Senate Committee on Government Operations & Elections","Craig Pridemore"
"1806","2007-08","Senate Committee on Government Operations & Elections","Dan Swecker"
"1807","2007-08","Senate Committee on Health & Long-Term Care","Karen Keiser"
"1808","2007-08","Senate Committee on Health & Long-Term Care","Rosa Franklin"
"1809","2007-08","Senate Committee on Health & Long-Term Care","Cheryl Pflug"
"1810","2007-08","Senate Committee on Health & Long-Term Care","Mike Carrell"
"1811","2007-08","Senate Committee on Health & Long-Term Care","Darlene Fairley"
"1812","2007-08","Senate Committee on Health & Long-Term Care","Jim Kastama"
"1813","2007-08","Senate Committee on Health & Long-Term Care","Jeanne Kohl-Welles"
"1814","2007-08","Senate Committee on Health & Long-Term Care","Chris Marr"
"1815","2007-08","Senate Committee on Health & Long-Term Care","Linda Evans Parlette"
"1816","2007-08","Senate Committee on Higher Education","Paull Shin"
"1817","2007-08","Senate Committee on Higher Education","Derek Kilmer"
"1818","2007-08","Senate Committee on Higher Education","Jerome Delvin"
"1819","2007-08","Senate Committee on Higher Education","Jean Berkey"
"1820","2007-08","Senate Committee on Higher Education","Mark Schoesler"
"1821","2007-08","Senate Committee on Higher Education","Tim Sheldon"
"1822","2007-08","Senate Committee on Human Services & Corrections","James Hargrove"
"1823","2007-08","Senate Committee on Human Services & Corrections","Debbie Regala"
"1824","2007-08","Senate Committee on Human Services & Corrections","Val Stevens"
"1825","2007-08","Senate Committee on Human Services & Corrections","Dale Brandland"
"1826","2007-08","Senate Committee on Human Services & Corrections","Mike Carrell"
"1827","2007-08","Senate Committee on Human Services & Corrections","Chris Marr"
"1828","2007-08","Senate Committee on Human Services & Corrections","Rosemary McAuliffe"
"1829","2007-08","Senate Committee on Judiciary","Adam Kline"
"1830","2007-08","Senate Committee on Judiciary","Rodney Tom"
"1831","2007-08","Senate Committee on Judiciary","Bob McCaslin"
"1832","2007-08","Senate Committee on Judiciary","Mike Carrell"
"1833","2007-08","Senate Committee on Judiciary","James Hargrove"
"1834","2007-08","Senate Committee on Judiciary","Joe McDermott"
"1835","2007-08","Senate Committee on Judiciary","Ed Murray"
"1836","2007-08","Senate Committee on Judiciary","Pam Roach"
"1837","2007-08","Senate Committee on Judiciary","Brian Weinstein"
"1838","2007-08","Senate Committee on Labor, Commerce, Research & Development","Jeanne Kohl-Welles"
"1839","2007-08","Senate Committee on Labor, Commerce, Research & Development","Karen Keiser"
"1840","2007-08","Senate Committee on Labor, Commerce, Research & Development","Janéa Holmquist"
"1841","2007-08","Senate Committee on Labor, Commerce, Research & Development","Jim Clements"
"1842","2007-08","Senate Committee on Labor, Commerce, Research & Development","Rosa Franklin"
"1843","2007-08","Senate Committee on Labor, Commerce, Research & Development","Mike Hewitt"
"1844","2007-08","Senate Committee on Labor, Commerce, Research & Development","Curtis King"
"1845","2007-08","Senate Committee on Labor, Commerce, Research & Development","Ed Murray"
"1846","2007-08","Senate Committee on Labor, Commerce, Research & Development","Margarita Prentice"
"1847","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Ken Jacobsen"
"1848","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Brian Hatfield"
"1849","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Bob Morton"
"1850","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Karen Fraser"
"1851","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","James Hargrove"
"1852","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Erik Poulsen"
"1853","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Phil Rockefeller"
"1854","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Harriet Spanel"
"1855","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Val Stevens"
"1856","2007-08","Senate Committee on Natural Resources, Ocean & Recreation","Dan Swecker"
"1857","2007-08","Senate Committee on Rules","Brad Owen"
